,city_state_country,geopy location,coordinates
5736,"Greenwich, RI, USA","East Greenwich, Kent County, Rhode Island, 02818, United States","(41.6603788, -71.4558911)"
5737,"Wooksocket, RI, USA",,
5738,"Mena, AR, USA","Mena, Polk County, Arkansas, 72953, United States","(34.5837324, -94.2376664)"
5739,"Jasper, AR, USA","Jasper, Newton County, Arkansas, United States","(36.01705035, -93.1941938725486)"
5740,"Hope, AR, USA","Hope, Hempstead County, Arkansas, United States","(33.6670616, -93.5915665)"
5741,"Hot Springs Village, AR, USA","Hot Springs Village, Garland County, Arkansas, 71909, United States","(34.6720356, -92.9987886)"
5742,"Gilbert, AR, USA","Gilbert, Mingo County, West Virginia, 24851, United States","(37.6142758, -81.8665068)"
5743,"Little Rock, AR, USA","Little Rock, Pulaski County, Arkansas, 72201-1822, United States","(34.7465071, -92.2896267)"
5744,"San Jose, AR, USA","USA Móvil, 3A, Calle de Albelda, Polígono 27, Barrio de la Encarnación, La Encarnación, Huesca, Hoya de Huesca / Plana de Uesca, Huesca, Aragón, 22004, España","(42.1310292, -0.4165050066635387)"
5745,"Greenwood, AR, USA","Greenwood, Sebastian County, Arkansas, 72936, United States","(35.2167352, -94.2560266)"
5746,"Fayetteville, AR, USA","Fayetteville, Washington County, Arkansas, 72701, United States","(36.0625843, -94.1574328)"
5747,"Mountain View, AR, USA","Mountain View, Stone County, Arkansas, United States","(35.8684075, -92.1176521)"
5748,"Prairie Grove, AR, USA","Prairie Grove, Washington County, Arkansas, 72753, United States","(35.9774334, -94.3137353)"
5749,"Wickes, AR, USA","Wickes, Polk County, Arkansas, 71973, United States","(34.3031655, -94.3382652)"
5750,"Green Forest, AR, USA","Green Forest, Carroll County, Arkansas, 72638, United States","(36.33266835, -93.43112076653537)"
5751,"Farmington, AR, USA","Farmington, Washington County, Arkansas, United States","(36.0420248, -94.2471515)"
5752,"Siloam Springs, AR, USA","Siloam Springs, Benton County, Arkansas, United States","(36.1881365, -94.5404962)"
5753,"Magnolia, AR, USA","Magnolia, Columbia County, Arkansas, 71754, United States","(33.2670725, -93.2393341)"
5754,"Germantown, AR, USA","Germantown Court, Martinsburg Station, Martinsburg, Berkeley County, West Virginia, 25403, United States","(39.4477902, -78.0155335)"
5755,"Bonnerdale, AR, USA","Bonnerdale, Hot Spring County, Arkansas, 71933, United States","(34.384816, -93.3818521)"
5756,"Harrison, AR, USA","Harrison, Boone County, Arkansas, 72601, United States","(36.2297936, -93.1076765)"
5757,"Diamond City, AR, USA","Diamond City, Boone County, Arkansas, 72630, United States","(36.464511, -92.9201731)"
5758,"Sheridan, AR, USA","Sheridan, Grant County, Arkansas, United States","(34.3100971, -92.4013484)"
5759,"Elkins, AR, USA","Elkins, Randolph County, West Virginia, 26241, United States","(38.925927, -79.8466552)"
5760,"Rogers, AR, USA","Rogers, Benton County, Arkansas, United States","(36.3320197, -94.1185366)"
5761,"Hot Springs, AR, USA","Hot Springs, Garland County, Arkansas, United States","(34.4929465, -93.06551559073426)"
5762,"Mountainburg, AR, USA","Mountainburg, Crawford County, Arkansas, 72946, United States","(35.6356396, -94.167428)"
5763,"Clinton, AR, USA","Clinton, Van Buren County, Arkansas, 72031, United States","(35.5914666, -92.4604361)"
5764,"Pettigrew, AR, USA","Pettigrew, Madison County, Arkansas, 72752, United States","(35.8178571, -93.6485224)"
5765,"Russellville, AR, USA","Russellville, Pope County, Arkansas, United States","(35.2784173, -93.1337856)"
5766,"Paris, AR, USA","Paris, Logan County, Arkansas, 72855, United States","(35.2920325, -93.7299173)"
5767,"Conway, AR, USA","Conway County, Arkansas, United States","(35.2521996, -92.6888936)"
5768,"Fort Smith, AR, USA","Fort Smith, Sebastian County, Arkansas, United States","(35.3784666, -94.3996456)"
5769,"Winslow, AR, USA","Winslow, Washington County, Arkansas, 72959, United States","(35.8001035, -94.1325842)"
5770,"Pearcy, AR, USA","Pearcy, Garland County, Arkansas, United States","(34.4287024, -93.2899078)"
5771,"Royal, AR, USA","Royal, Garland County, Arkansas, 71968, United States","(34.5114783, -93.2410211)"
5772,"Edmund, AR, USA",,
5773,"Eureka Springs, AR, USA","Eureka Springs, Carroll County, Arkansas, 72632, United States","(36.4000796, -93.7392419)"
5774,"Locust Grove, AR, USA","Locust Grove, Independence County, Arkansas, 72550, United States","(35.720911, -91.7384746)"
5775,"Van Buren, AR, USA","Van Buren County, Arkansas, United States","(35.5759086, -92.4916144)"
5776,"El Dorado, AR, USA","El Dorado, Union County, Arkansas, United States","(33.20763, -92.6662674)"
5777,"Forrest City, AR, USA","Forrest City, St. Francis County, Arkansas, 72335, United States","(35.0081474, -90.7898342)"
5778,"Alexander, AR, USA","Alexander, Pulaski County, Arkansas, United States","(34.6295373, -92.4412674)"
5779,"Tontitown, AR, USA","Tontitown, Washington County, Arkansas, 72770, United States","(36.1618301, -94.23962037791347)"
5780,"North Little Rock, AR, USA","North Little Rock, Pulaski County, Arkansas, United States","(34.769536, -92.2670941)"
5781,"Altus, AR, USA","Altus, Franklin County, Arkansas, 72821, United States","(35.4461965, -93.7624172)"
5782,"West Fork, AR, USA","West Fork, Washington County, Arkansas, 72774, United States","(35.9242477, -94.1885387)"
5783,"Bella Vista, AR, USA","Bella Vista, Benton County, Arkansas, 72715, United States","(36.4678036, -94.2669727)"
5784,"Dardanelle, AR, USA","Dardanelle, Yell County, Arkansas, 72834, United States","(35.2231408, -93.1579532)"
5785,"Big Bear City, CA, USA","Big Bear City, San Bernardino County, California, 92314, United States","(34.267886, -116.84859785319148)"
5786,"Big Bear Lake, CA, USA","Big Bear Lake, San Bernardino County, California, 92315, United States","(34.2440587, -116.91018)"
5787,"Fawnskin, CA, USA","Fawnskin, San Bernardino County, California, 92333, United States","(34.2680621, -116.9425342)"
5788,"Sugarloaf, CA, USA","Sugarloaf, Victorville, San Bernardino County, California, 92394, United States","(34.5613831, -117.3144905)"
5789,"Irwin Lake, CA, USA","Irwin Avenue, Lake Isabella, Kern County, California, 93205, United States","(35.615505, -118.476354)"
5790,"Baldwin Lake, CA, USA","Baldwin Lake, San Bernardino County, California, 92386, United States","(34.2793278, -116.7982898)"
5791,"San Francisco, CA, USA","San Francisco, California, United States","(37.7790262, -122.419906)"
5792,"Modesto, CA, USA","Modesto, Stanislaus County, California, United States","(37.6390972, -120.9968782)"
5793,"Oakland, CA, USA","Oakland, Alameda County, California, United States","(37.8044557, -122.2713563)"
5794,"Alameda, CA, USA","Alameda County, California, United States","(37.6090291, -121.899142)"
5795,"Roseville, CA, USA","Roseville, Placer County, California, United States","(38.7521235, -121.2880059)"
5796,"Ripon, CA, USA","Ripon, San Joaquin County, California, 95366, United States","(37.741595, -121.124382)"
5797,"Lodi, CA, USA","Lodi, San Joaquin County, California, United States","(38.1301968, -121.2724473)"
5798,"Santa Clara, CA, USA","Santa Clara County, California, United States","(37.2333253, -121.6846349)"
5799,"Mountain View, CA, USA","Mountain View, Santa Clara County, California, United States","(37.3893889, -122.0832101)"
5800,"Merced, CA, USA","Merced County, California, United States","(37.1641544, -120.7678602)"
5801,"Berkeley, CA, USA","University of California, Berkeley, Milvia Street, North Berkeley, Berkeley, Alameda County, California, 94709, United States","(37.8753497, -122.23963364918777)"
5802,"Healdsburg, CA, USA","Healdsburg, Sonoma County, California, 95448, United States","(38.6106812, -122.870138)"
5803,"Burbank, CA, USA","Burbank, Los Angeles County, California, United States","(34.1816482, -118.3258554)"
5804,"Pasadena, CA, USA","Pasadena, Los Angeles County, California, United States","(34.1476452, -118.1444779)"
5805,"Riverside, CA, USA","Riverside, Riverside County, California, United States","(33.9459413, -117.41024442439222)"
5806,"Vernon, CA, USA","Vernon, Los Angeles County, California, 90058, United States","(34.007135, -118.22525)"
5807,"Anaheim, CA, USA","Anaheim, Orange County, California, United States","(33.8347516, -117.911732)"
5808,"Colton, CA, USA","Colton, San Bernardino County, California, 92324, United States","(34.0739016, -117.3136547)"
5809,"Imperial, CA, USA","Imperial County, California, United States","(33.0305487, -115.3595666)"
5810,"Lompoc, CA, USA","Lompoc, Santa Barbara County, California, 93436, United States","(34.6391501, -120.4579409)"
5811,"Indio, CA, USA","Indio, Riverside County, California, United States","(33.743764999999996, -116.22331524966393)"
5812,"Holtville, CA, USA","Holtville, Imperial County, California, United States","(32.8139211, -115.378107)"
5813,"La Quinta, CA, USA","La Quinta, Riverside County, California, United States","(33.677474, -116.2958789)"
5814,"Westmorland, CA, USA","Westmorland, Imperial County, California, 92281, United States","(33.0372674, -115.6213817)"
5815,"Calipatria, CA, USA","Calipatria, Imperial County, California, United States","(33.1439205, -115.54945574206056)"
5816,"Desert Hot Springs, CA, USA","Desert Hot Springs, Riverside County, California, 92440, United States","(33.961124, -116.5016784)"
5817,"Calexico, CA, USA","Calexico, Imperial County, California, United States","(32.6790572, -115.498703)"
5818,"Brawley, CA, USA","Brawley, Imperial County, California, United States","(33.018515, -115.51594250832326)"
5819,"Sky Valley, CA, USA","Sky Valley, Riverside County, California, United States","(33.890015, -116.3525097)"
5820,"Coachella, CA, USA","Coachella, Riverside County, California, 92236, United States","(33.68656595, -116.15327749528778)"
5821,"Palm Desert, CA, USA","Palm Desert, Riverside County, California, United States","(33.74079965, -116.36936983394352)"
5822,"Bermuda Dunes, CA, USA","Bermuda Dunes, Palm Desert, Riverside County, California, United States","(33.7438202, -116.2863072)"
5823,"Rancho Mirage, CA, USA","Rancho Mirage, Riverside County, California, United States","(33.770859, -116.42687402345575)"
5824,"Thermal, CA, USA","Thermal, Riverside County, California, United States","(33.6403013, -116.1394485)"
5825,"El Centro, CA, USA","El Centro, Imperial County, California, 92243, United States","(32.792, -115.5630514)"
5826,"Winterhaven, CA, USA","Winterhaven, Yuma County, California, United States","(32.7365995, -114.63953741652324)"
5827,"Seeley, CA, USA","Seeley, Imperial County, California, 92273, United States","(32.787588, -115.68138407534809)"
5828,"Thousand Palms, CA, USA","Thousand Palms, Cathedral City, Riverside County, California, United States","(33.8217125, -116.39358)"
5829,"Indian Wells, CA, USA","Indian Wells, Riverside County, California, 92210, United States","(33.7217965, -116.338303)"
5830,"Heber, CA, USA","Heber, El Centro, Heber, Imperial County, California, United States","(32.729956, -115.52572625240214)"
5831,"Salton City, CA, USA","Salton City, Imperial County, California, 92275, United States","(33.296668499999996, -115.95853910224128)"
5832,"Borrego Springs, CA, USA","Borrego Springs, San Diego County, California, 92004, United States","(33.2566792, -116.3782682)"
5833,"Mecca, CA, USA","Mecca, Riverside County, California, 92254, United States","(33.5700371, -116.0744098)"
5834,"North Shore, CA, USA","North Shore, Lake Arrowhead, San Bernardino County, California, 92352, United States","(34.2680613, -117.1842078)"
5835,"Desert Shores, CA, USA","Desert Shores, Imperial County, California, United States","(33.403006000000005, -116.03992640076336)"
5836,"Yreka, CA, USA","Yreka, Siskiyou County, California, 96097, United States","(41.732616, -122.637766)"
5837,"Mount Shasta, CA, USA","Mount Shasta, Siskiyou County, California, United States","(41.4091897, -122.194953)"
5838,"Klamath River, CA, USA","Klamath River, Siskiyou County, California, 96050, United States","(41.8612461, -122.825589)"
5839,"Crescent City, CA, USA","Crescent City, Del Norte County, California, United States","(41.755948, -124.201747)"
5840,"Dunsmuir, CA, USA","Dunsmuir, Siskiyou County, California, 96025, United States","(41.235911, -122.27083352025944)"
5841,"Alturas, CA, USA","Alturas, Modoc County, California, United States","(41.487123, -120.5423271)"
5842,"Weed, CA, USA","Weed, Siskiyou County, California, United States","(41.42265, -122.386127)"
5843,"Montague, CA, USA","Montague, Siskiyou County, California, 96964, United States","(41.728267, -122.527392)"
5844,"Etna, CA, USA","Etna, Siskiyou County, California, United States","(41.456807, -122.894755)"
5845,"Palo Alto, CA, USA","Palo Alto, Santa Clara County, California, United States","(37.4443293, -122.1598465)"
5846,"Palo Altos, CA, USA","Palo Hills Drive, Los Altos Hills, Santa Clara County, California, 94022-1919, United States","(37.3905037, -122.1448938)"
5847,"Los Altos, CA, USA","Los Altos, Santa Clara County, California, 94022, United States","(37.3790629, -122.116578)"
5848,"palo alto, CA, USA","Palo Alto, Santa Clara County, California, United States","(37.4443293, -122.1598465)"
5849,"Los Altos Hills, CA, USA","Los Altos Hills, Santa Clara County, California, United States","(37.3796627, -122.1374637)"
5850,"St. Petersburg, FL, USA","Saint Petersburg, Pinellas County, Florida, 33712-1633, United States","(27.7703796, -82.6695085)"
5851,"Remsenburg, FL, USA","Remsenburg Drive, Nassau County, Florida, 32907-0625, United States","(30.6112764, -81.5475865)"
5852,"Ormond Beach, FL, USA","Ormond Beach, Volusia County, Florida, 32176-8105, United States","(29.2854132, -81.0557921)"
5853,"Orlando, FL, USA","Orlando, Orange County, Florida, United States","(28.5421109, -81.3790304)"
5854,"Jacksonville, FL, USA","Jacksonville, Duval County, Florida, United States","(30.3321838, -81.655651)"
5855,"Harmony, FL, USA","Harmony, Osceola County, Florida, United States","(28.1894586, -81.1450659)"
5856,"Naples, FL, USA","Naples, Collier County, Florida, United States","(26.1421976, -81.7942944)"
5857,"Orange Park, FL, USA","Orange Park, Clay County, Florida, United States","(30.1654707, -81.7016346)"
5858,"Jacksonville Beach, FL, USA","Jacksonville Beach, Duval County, Florida, 32250, United States","(30.2946859, -81.3931396)"
5859,"Lakeland, FL, USA","Lakeland, Polk County, Florida, 33081, United States","(28.0394654, -81.9498042)"
5860,"Yardley, FL, USA","Yardley Courtyard, Gainesville, Alachua County, Florida, United States","(29.6506739, -82.34569972285715)"
5861,"Tallahassee, FL, USA","Tallahassee, Leon County, Florida, 32399-1300, United States","(30.4380832, -84.2809332)"
5862,"Sarasota, FL, USA","Sarasota, Sarasota County, Florida, 34321, United States","(27.3365805, -82.5308545)"
5863,"St. Augustine, FL, USA","Saint Augustine, Saint Johns County, Florida, 32084, United States","(29.8946952, -81.3145395)"
5864,"Bradenton, FL, USA","Bradenton, Manatee County, Florida, 34205, United States","(27.4989278, -82.5748194)"
5865,"Lake Wales, FL, USA","Lake Wales, Polk County, Florida, United States","(27.9014133, -81.5859099)"
5866,"Boca Raton, FL, USA","Boca Raton, Palm Beach County, Florida, 33432, United States","(26.3586885, -80.0830984)"
5867,"Tampa, FL, USA","Tampa, Hillsborough County, Florida, United States","(27.9477595, -82.458444)"
5868,"Hobe Sound, FL, USA","Hobe Sound, Gomez, Martin County, Florida, 33455, United States","(27.080492, -80.13991799627857)"
5869,"Deltona, FL, USA","Deltona, Volusia County, Florida, 32725, United States","(28.9005446, -81.2636738)"
