geopy location,coordinates
"Regina, Sandoval County, New Mexico, 87046, United States","(36.194402, -106.946216457784)"
"Guadalupita, Mora County, New Mexico, 87722, United States","(36.1375352, -105.2386221)"
"Hondo Seco Road, Arroyo Seco, Taos County, New Mexico, 87513, United States","(36.525023, -105.6190395)"
nan
"Serafina, San Miguel County, New Mexico, 87569, United States","(35.3975451, -105.3236201)"
"Silver City, Grant County, New Mexico, 88062, United States","(32.7751371, -108.2754371)"
"Santa Cruz, Santa Fe County, New Mexico, United States","(35.9948375, -106.04483643900804)"
"Silver City, Grant County, New Mexico, 88062, United States","(32.7751371, -108.2754371)"
"Grenville, Union County, New Mexico, United States","(36.5935205, -103.6134358161341)"
"Newkirk, Guadalupe County, New Mexico, United States","(35.0683903, -104.2646989)"
"White Sands Missile Range, Sierra County, New Mexico, United States","(33.0658459, -106.54562804257935)"
nan
"Perkiomenville, Marlborough Township, Montgomery County, Pennsylvania, 18074, United States","(40.3242674, -75.4779561)"
"Elysburg, Ralpho Township, Northumberland County, Pennsylvania, 17824, United States","(40.8676825, -76.54810189930419)"
"Kempton, Albany Township, Berks County, Pennsylvania, 19529, United States","(40.6262044, -75.8524214)"
"Newtown, Reilly Township, Schuylkill County, Pennsylvania, United States","(40.65294535, -76.34504304490187)"
"Enon Valley, Lawrence County, Pennsylvania, United States","(40.8547846, -80.4570111)"
"Coplay, Lehigh County, Pennsylvania, United States","(40.6700965, -75.4954612)"
"Cochranville, West Fallowfield Township, Chester County, Pennsylvania, 19330, United States","(39.8917732, -75.9216133)"
"West Chester, Chester County, Pennsylvania, 19383, United States","(39.9597213, -75.6059638)"
"Boyertown, Berks County, Pennsylvania, United States","(40.3337075, -75.6374083)"
"Phoenixville, Chester County, Pennsylvania, 19460, United States","(40.1303822, -75.5149128)"
"Gilbertsville, Douglass Township, Montgomery County, Pennsylvania, 19525, United States","(40.3200972, -75.6101844)"
"Hamburg, Berks County, Pennsylvania, 19526, United States","(40.5555764, -75.9822929)"
"York, South George Street, Northwest Triangle, York, York County, Pennsylvania, 17403, United States","(39.9624624, -76.727707)"
"Philadelphia, Philadelphia County, Pennsylvania, 19110, United States","(39.9527237, -75.1635262)"
"Eighty Four, North Strabane Township, Washington County, Pennsylvania, 15330, United States","(40.1827171, -80.1331455)"
"Lansdale, Montgomery County, Pennsylvania, United States","(40.2414952, -75.2837862)"
"Middleburg, Snyder County, Pennsylvania, 17842, United States","(40.7859166, -77.0472028)"
"Wyomissing, Berks County, Pennsylvania, 19610, United States","(40.329537, -75.9652117)"
"Cleona, Lebanon County, Pennsylvania, United States","(40.3373138, -76.4755201)"
"Seven Valleys, York County, Pennsylvania, United States","(39.855605, -76.7684864)"
"Hatfield, Montgomery County, Pennsylvania, 19440, United States","(40.2796371, -75.2995777)"
"Bechtelsville, Berks County, Pennsylvania, 19505, United States","(40.3734298, -75.6290752)"
"Pottstown, Montgomery County, Pennsylvania, United States","(40.2452976, -75.6496424)"
"Sinking Spring, Berks County, Pennsylvania, United States","(40.3246704, -76.0171505)"
"Kennett Square, Chester County, Pennsylvania, United States","(39.8467414, -75.7116997)"
"Harrisburg, Dauphin County, Pennsylvania, United States","(40.2663107, -76.8861122)"
"Chadds Ford, Chadds Ford Township, Delaware County, Pennsylvania, 19317, United States","(39.872027, -75.5914213)"
"Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania, 19096-9998, United States","(40.0028514, -75.2707469)"
"Lehighton, Carbon County, Pennsylvania, United States","(40.8339907, -75.7135568)"
"Spring City, Chester County, Pennsylvania, United States","(40.176767, -75.5476803)"
"New Hope, Madison County, Alabama, 35760, United States","(34.5358745, -86.41495804869777)"
"Springfield, Springfield Township, Delaware County, Pennsylvania, 19064, United States","(39.9306677, -75.3201879)"
"Swarthmore, Delaware County, Pennsylvania, 19081, United States","(39.90193485, -75.35023625565486)"
"Collegeville, Montgomery County, Pennsylvania, 19426, United States","(40.1856597, -75.451571)"
"Bethlehem, Northampton County, Pennsylvania, United States","(40.6178915, -75.3786521)"
"Churchville, Richboro, Northampton Township, Bucks County, Pennsylvania, 18966, United States","(40.1973955, -74.99828622054734)"
"Glenolden, Darby, Delaware County, Pennsylvania, United States","(39.898225, -75.291946571875)"
"Shermans Dale, Perry County, Pennsylvania, 17090, United States","(40.3242526, -77.1730371)"
"Coatesville, Chester County, Pennsylvania, 19320, United States","(39.9831616, -75.8238355)"
"Spring City, Chester County, Pennsylvania, United States","(40.176767, -75.5476803)"
"Allentown, Lehigh County, Pennsylvania, United States","(40.6022059, -75.4712794)"
"Narberth, Montgomery County, Pennsylvania, 19072, United States","(40.0084456, -75.26046)"
"Perkasie, Bucks County, Pennsylvania, 18944, United States","(40.372048, -75.292676)"
"Fort Washington, Upper Dublin Township, Montgomery County, Pennsylvania, United States","(40.14785315, -75.18972428892617)"
"Waverly, Lee County, Alabama, 36879, United States","(32.732876000000005, -85.57647322024454)"
"Adamstown, Lancaster County, Pennsylvania, 17564, United States","(40.2412035, -76.0563303)"
"Kutztown, Berks County, Pennsylvania, United States","(40.5173165, -75.7774177)"
"Schwenksville, Montgomery County, Pennsylvania, United States","(40.256213, -75.4637876)"
"Easton, Northampton County, Pennsylvania, 18042-4524, United States","(40.6916081, -75.2099866)"
"Slatington, Lehigh County, Pennsylvania, United States","(40.7484285, -75.6118529)"
"Horsham, Horsham Township, Montgomery County, Pennsylvania, 19044, United States","(40.1842455, -75.13905239078957)"
"Dover, York County, Pennsylvania, 17315, United States","(40.0014489, -76.8473307)"
"Richboro, Northampton Township, Bucks County, Pennsylvania, United States","(40.229682, -74.99948892280199)"
"Pipersville, Bedminster Township, Bucks County, Pennsylvania, 18947, United States","(40.4260533, -75.1390969)"
"Royersford, Montgomery County, Pennsylvania, United States","(40.1850848, -75.53841355328146)"
"Jim Thorpe, Carbon County, Pennsylvania, 18229, United States","(40.8759235, -75.7324127)"
"Reading, Berks County, Pennsylvania, United States","(40.335345, -75.9279495)"
"Upper Black Eddy, Bridgeton Township, Bucks County, Pennsylvania, 08848, United States","(40.5653795, -75.099617)"
"West Grove, Chester County, Pennsylvania, United States","(39.82055685, -75.82832725481009)"
"Levittown, Bristol Township, Bucks County, Pennsylvania, United States","(40.15755605, -74.83212877207404)"
"Yardley, Bucks County, Pennsylvania, United States","(40.245664, -74.8459972)"
"Havertown, Haverford Township, Delaware County, Pennsylvania, 19083, United States","(39.9809452, -75.3085201)"
"Ambler, Montgomery County, Pennsylvania, United States","(40.1545535, -75.2215651)"
"Landenberg, New Garden Township, Chester County, Pennsylvania, 19350, United States","(39.7773329, -75.7713264)"
"Glen Rock, York County, Pennsylvania, 17327, United States","(39.7931577, -76.7302495)"
"Winfield, Marion County, Alabama, 35594, United States","(33.928993, -87.8172457)"
"Blandon, Maidencreek Township, Berks County, Pennsylvania, 19510, United States","(40.4412047, -75.886871)"
"Shavertown, Kingston Township, Luzerne County, Pennsylvania, 18708, United States","(41.3198025, -75.9379761)"
"Zieglersville, Lower Frederick, Montgomery County, Pennsylvania, 19492, United States","(40.2759475, -75.478755)"
"Glenmore Avenue, Paschall, Philadelphia, Philadelphia County, Pennsylvania, 19142, United States","(39.92567, -75.22966)"
"Lancaster, Lancaster County, Pennsylvania, United States","(40.03813, -76.3056686)"
"Nazareth, Northampton County, Pennsylvania, United States","(40.7409746, -75.31184255609651)"
"Jonestown, Columbia County, Pennsylvania, United States","(41.1264315, -76.30702727228163)"
"Marysville, Perry County, Pennsylvania, United States","(40.339092, -76.9327512)"
"Furlong, Buckingham Township, Bucks County, Pennsylvania, 18925, United States","(40.2962179, -75.082115)"
"Warrington, Warrington Township, Bucks County, Pennsylvania, 18976, United States","(40.2492741, -75.1340604)"
"Quakertown, Bucks County, Pennsylvania, 18951, United States","(40.43892025, -75.34667755936744)"
"Doylestown, Bucks County, Pennsylvania, 18901, United States","(40.3100446, -75.1304588)"
"Norristown, Montgomery County, Pennsylvania, 19401, United States","(40.121497, -75.3399048)"
"Danielsville, Lehigh Township, Northampton County, Pennsylvania, 18038, United States","(40.7945388, -75.5271292)"
"Mountain Top, Luzerne County, Pennsylvania, United States","(41.1224535, -75.9638609598901)"
"Coopersburg, Lehigh County, Pennsylvania, United States","(40.5083818, -75.38965146513114)"
"Shippensburg, Cumberland County, Pennsylvania, 17257, United States","(40.0507198, -77.5205485)"
"Lenhartsville, Berks County, Pennsylvania, United States","(40.5729005, -75.8880028)"
"Ararat, Ararat Township, Susquehanna County, Pennsylvania, 18465, United States","(41.8295266, -75.5246274)"
"Midland, Beaver County, Pennsylvania, 15059, United States","(40.6325655, -80.4464547)"
"Chalfont, Bucks County, Pennsylvania, United States","(40.29066735, -75.21070232492798)"
"Wayne, Radnor Township, Delaware County, Pennsylvania, 19087-3305, United States","(40.0440149, -75.3878616)"
"Hershey, Dauphin County, Pennsylvania, United States","(40.285028499999996, -76.65346622319689)"
"Chambersburg, Franklin County, Pennsylvania, United States","(39.9405903, -77.6598624)"
"Bloomsburg, Columbia County, Pennsylvania, 17815, United States","(41.0044958, -76.4537302)"
"Harleysville, Lower Salford Township, Montgomery County, Pennsylvania, 19438, United States","(40.2795476, -75.3871206)"
"Larksville, Luzerne County, Pennsylvania, United States","(41.2450817, -75.9307534)"
"Williamsport, Lycoming County, Pennsylvania, 17701, United States","(41.2493292, -77.0027671)"
"Wellsboro, Tioga County, Pennsylvania, United States","(41.7486838, -77.3005305)"
"Palmerton, Carbon County, Pennsylvania, United States","(40.8014826, -75.6101868)"
"Liverpool, Perry County, Pennsylvania, 17045, United States","(40.5764798, -76.9916022)"
"Athens, Limestone County, Alabama, 35611, United States","(34.8045487, -86.9711698)"
"Scranton, Dunmore, Lackawanna County, Pennsylvania, United States","(41.4086874, -75.6621294)"
"Collingdale, Delaware County, Pennsylvania, 19023, United States","(39.91452125, -75.27759329464438)"
"Herndon, Northumberland County, Pennsylvania, United States","(40.709529, -76.842472)"
"Avondale, Chester County, Pennsylvania, United States","(39.824277699999996, -75.78214857932903)"
"Hughesville, Lycoming County, Pennsylvania, United States","(41.2391776, -76.7266825)"
"Duncannon, Perry County, Pennsylvania, United States","(40.3931433, -77.0325751)"
"Annville, Lebanon County, Pennsylvania, 17003-1334, United States","(40.3295901, -76.515226)"
"Pittsburgh, Allegheny County, Pennsylvania, United States","(40.4416941, -79.9900861)"
"New Tripoli, Lynn Township, Lehigh County, Pennsylvania, 18066, United States","(40.6809278, -75.7518575)"
"Glenmoore, Wallace Township, Chester County, Pennsylvania, 19343, United States","(40.0889905, -75.7718794)"
"Lebanon, Lebanon County, Pennsylvania, United States","(40.3429683, -76.4233816)"
"Newtown Square, Springton Pointe Woods, Newtown Township, Delaware County, Pennsylvania, 19073, United States","(39.9868117, -75.4007633)"
"Ardmore, Lower Merion Township, Montgomery County, Pennsylvania, 19003, United States","(40.0067786, -75.2854622)"
"Plymouth Meeting, Whitemarsh Township, Montgomery County, Pennsylvania, 19444, United States","(40.102332, -75.2743467)"
"Berwick, Columbia County, Pennsylvania, 18603, United States","(41.0602024, -76.2461259)"
nan
"West Chester, Chester County, Pennsylvania, 19383, United States","(39.9597213, -75.6059638)"
"Southampton, Upper Southampton Township, Bucks County, Pennsylvania, 19407, United States","(40.1742759, -75.0437814)"
"Dallastown, York County, Pennsylvania, United States","(39.9001109, -76.6402763)"
"Enola, Cumberland County, Pennsylvania, United States","(40.2853013, -76.93584633801541)"
"Holland, Northampton Township, Bucks County, Pennsylvania, 18966, United States","(40.1728871, -74.9926688)"
"Akron, Hale County, Alabama, United States","(32.8768549, -87.7407515697995)"
"Wrightsville, York County, Pennsylvania, United States","(40.0266809, -76.5334387)"
"East Berlin, Adams County, Pennsylvania, United States","(39.937597, -76.9785892)"
"Breinigsville Road, Upper Macungie Township, Lehigh County, Pennsylvania, 18031, United States","(40.537617, -75.634917)"
"Lykens, Dauphin County, Pennsylvania, United States","(40.5667527, -76.700522)"
"Felton, York County, Pennsylvania, United States","(39.8541597, -76.5649707)"
"Bernville, Berks County, Pennsylvania, United States","(40.433426, -76.1121648)"
"Sellersville, Bucks County, Pennsylvania, 18960, United States","(40.3542858, -75.3050079)"
"Cresco, Barrett Township, Monroe County, Pennsylvania, 18326, United States","(41.1539795, -75.2804597)"
"Manheim, Lancaster County, Pennsylvania, 17545, United States","(40.1646545, -76.39677818059783)"
"Carlisle, Cumberland County, Pennsylvania, United States","(40.201499, -77.1890783)"
"Pine Grove, Schuylkill County, Pennsylvania, United States","(40.5484233, -76.3846781)"
"Hollidaysburg, Blair County, Pennsylvania, United States","(40.430774, -78.3900826)"
"Mount Joy, Lancaster County, Pennsylvania, 17552, United States","(40.1098561, -76.5033406)"
"Emmaus, Lehigh County, Pennsylvania, 18049, United States","(40.53668815, -75.49494440967453)"
"Hatboro, Montgomery County, Pennsylvania, 19040, United States","(40.1746252, -75.106825)"
"Moscow, Lackawanna County, Pennsylvania, 18444, United States","(41.346265, -75.52456700738398)"
"Lewisburg, Union County, Pennsylvania, 17837, United States","(40.9645337, -76.8847639)"
"Green Lane, Montgomery County, Pennsylvania, United States","(40.3367674, -75.4690674)"
"Upper Darby, Delaware County, Pennsylvania, United States","(39.9284459, -75.2737955)"
"Downingtown, Chester County, Pennsylvania, United States","(40.0087246, -75.69902213972945)"
"Gibsonia, Richland Township, Allegheny County, Pennsylvania, 15044, United States","(40.6300671, -79.9695004)"
"State College, Centre County, Pennsylvania, United States","(40.7944504, -77.8616386)"
"Bedford, Bedford County, Pennsylvania, United States","(40.0186921, -78.5039069)"
"Boalsburg, Harris Township, Centre County, Pennsylvania, 16827, United States","(40.77631425, -77.78301508889408)"
"Philipsburg, Centre County, Pennsylvania, United States","(40.8964465, -78.2205688)"
"Norwood, Delaware County, Pennsylvania, 19074, United States","(39.8917793, -75.2996309)"
"Blue Bell, Whitpain Township, Montgomery County, Pennsylvania, 19422, United States","(40.152331, -75.266289)"
